Lesson 6: Dimensionless heat transfer - finite difference 
0.0000, 0.0000, 0.2000, 0.4000, 0.6000, 0.8000, 1.0000, 0.8000, 0.6000, 0.4000, 0.2000, 0.0000
0.0010, 0.0000, 0.2000, 0.4000, 0.6000, 0.8000, 0.9600, 0.8000, 0.6000, 0.4000, 0.2000, 0.0000
0.0020, 0.0000, 0.2000, 0.4000, 0.6000, 0.7960, 0.9280, 0.7960, 0.6000, 0.4000, 0.2000, 0.0000
0.0030, 0.0000, 0.2000, 0.4000, 0.5996, 0.7896, 0.9016, 0.7896, 0.5996, 0.4000, 0.2000, 0.0000
0.0040, 0.0000, 0.2000, 0.4000, 0.5986, 0.7818, 0.8792, 0.7818, 0.5986, 0.4000, 0.2000, 0.0000
0.0050, 0.0000, 0.2000, 0.3998, 0.5971, 0.7732, 0.8597, 0.7732, 0.5971, 0.3998, 0.2000, 0.0000
0.0060, 0.0000, 0.2000, 0.3996, 0.5950, 0.7643, 0.8424, 0.7643, 0.5950, 0.3996, 0.2000, 0.0000
0.0070, 0.0000, 0.1999, 0.3992, 0.5924, 0.7551, 0.8268, 0.7551, 0.5924, 0.3992, 0.1999, 0.0000
0.0080, 0.0000, 0.1999, 0.3986, 0.5893, 0.7460, 0.8125, 0.7460, 0.5893, 0.3986, 0.1999, 0.0000
0.0090, 0.0000, 0.1998, 0.3978, 0.5859, 0.7370, 0.7992, 0.7370, 0.5859, 0.3978, 0.1998, 0.0000
0.0100, 0.0000, 0.1996, 0.3968, 0.5822, 0.7281, 0.7867, 0.7281, 0.5822, 0.3968, 0.1996, 0.0000
0.0110, 0.0000, 0.1993, 0.3956, 0.5783, 0.7194, 0.7750, 0.7194, 0.5783, 0.3956, 0.1993, 0.0000
0.0120, 0.0000, 0.1990, 0.3942, 0.5741, 0.7108, 0.7639, 0.7108, 0.5741, 0.3942, 0.1990, 0.0000
0.0130, 0.0000, 0.1986, 0.3927, 0.5698, 0.7025, 0.7533, 0.7025, 0.5698, 0.3927, 0.1986, 0.0000
0.0140, 0.0000, 0.1982, 0.3910, 0.5653, 0.6943, 0.7431, 0.6943, 0.5653, 0.3910, 0.1982, 0.0000
0.0150, 0.0000, 0.1977, 0.3892, 0.5608, 0.6863, 0.7333, 0.6863, 0.5608, 0.3892, 0.1977, 0.0000
0.0160, 0.0000, 0.1970, 0.3872, 0.5562, 0.6784, 0.7239, 0.6784, 0.5562, 0.3872, 0.1970, 0.0000
0.0170, 0.0000, 0.1963, 0.3851, 0.5515, 0.6708, 0.7148, 0.6708, 0.5515, 0.3851, 0.1963, 0.0000
0.0180, 0.0000, 0.1956, 0.3828, 0.5468, 0.6632, 0.7060, 0.6632, 0.5468, 0.3828, 0.1956, 0.0000
0.0190, 0.0000, 0.1948, 0.3805, 0.5420, 0.6559, 0.6975, 0.6559, 0.5420, 0.3805, 0.1948, 0.0000
0.0200, 0.0000, 0.1939, 0.3781, 0.5373, 0.6487, 0.6891, 0.6487, 0.5373, 0.3781, 0.1939, 0.0000
